1.007692,4.65134,9.449053,-0.1140402,0.007740168,0.993446
2.012094,4.651349,9.449125,0.1576025,-0.3175538,0.9350514
3.01552,4.651347,9.449206,-0.4184931,-0.26264,0.8694158
4.01886,4.651284,9.449249,-0.9764618,-0.1447255,-0.1599283
5.021729,4.651207,9.449243,-0.8485901,-0.2152442,-0.4832858
6.024144,4.651131,9.44923,-0.9412318,-0.2047898,-0.2685967
7.026753,4.651039,9.449241,-0.9750389,-0.2011847,-0.09393322
8.029271,4.650959,9.449265,-0.9700083,-0.1895599,-0.1521536
9.031878,4.650882,9.449278,-0.8812396,-0.2048955,-0.4259516
10.0341,4.650802,9.449277,-0.8822548,-0.1974686,-0.427356
11.03642,4.265517,9.289177,-0.9213142,-0.2052566,-0.330227
12.03888,4.265424,9.289194,-0.8426341,-0.2017407,0.4992679
13.04127,4.265336,9.289232,-0.9747099,-0.2213307,0.03087857
14.04358,4.26524,9.289221,-0.8959352,-0.2064945,-0.393268
15.04619,4.265174,9.28916,0.01592974,-0.216112,-0.9762388
16.0484,4.265174,9.289063,0.03610538,-0.1925327,-0.9806263
17.05064,4.265178,9.288973,-0.1790933,-0.1573333,-0.9711707
18.05294,4.265192,9.28892,-0.2568965,-0.1800254,-0.9495239
19.05544,4.265211,9.288849,-0.2330568,-0.1883536,-0.9540483
20.05798,4.265231,9.288735,-0.2084879,-0.1759626,-0.9620657
21.06015,4.26525,9.288633,-0.1485478,-0.2275953,-0.9623589
22.06256,4.26521,9.288536,-0.9751415,-0.1698429,-0.1423111
23.06511,4.265114,9.288522,-0.6850514,-0.1048341,0.7209123
24.06703,4.265018,9.288534,-0.9123863,-0.1165116,0.3923983
25.06704,4.26492,9.288527,-0.910354,-0.1084318,0.3993723
26.0714,4.264806,9.288521,-0.823294,0.2484731,0.5103412
27.07459,4.264696,9.288513,-0.7210465,0.2737635,0.6365106
28.0768,4.264592,9.288505,-0.8380845,0.1195539,0.5322793
29.07911,4.210091,9.323255,-0.8392876,-0.09314153,0.5356503
30.08181,3.714467,9.663072,-0.7751829,-0.09814455,0.6240667
31.08395,3.577284,9.796798,-0.4518459,-0.134863,0.8818431
32.08644,3.269927,10.25783,-0.5465022,-0.1250542,0.8280681
33.08895,3.151608,10.4418,-0.539193,-0.1052197,0.8355835
34.09098,2.907353,10.77634,-0.5905204,-0.1281548,0.7967823
35.09322,2.856065,10.85176,-0.1032873,-0.1335914,0.9856394
36.09575,2.855991,10.85179,-0.13918,-0.09672646,0.9855318
37.09806,2.855914,10.85183,-0.1202117,0.177258,0.9767951
38.09945,2.855846,10.85189,-0.8883665,-0.27569,0.3671516
39.10239,2.855787,10.85198,-0.3689059,-0.335374,0.8668522
40.10513,2.855691,10.85192,-0.7594143,-0.2552516,-0.5984451
41.10768,2.855602,10.85175,-0.5710368,-0.2110909,-0.7933208
42.11063,2.855592,10.85164,0.09154476,-0.2297687,-0.9689305
43.11243,2.855604,10.85155,-0.9380935,-0.1936747,-0.2871769
44.11486,2.855571,10.85147,-0.8232045,-0.2256678,-0.5209694
45.11725,2.522732,10.6093,-0.7827823,-0.1779666,-0.5963051
46.12,2.071235,10.22975,-0.7255046,-0.12513,-0.6767462
47.12259,1.897484,9.989304,-0.1051483,-0.05546615,-0.9929088
48.12457,1.897404,9.989138,0.4438244,-0.1235315,-0.8875586
49.12723,1.897421,9.989034,-0.241321,-0.1245339,-0.9624215
50.12978,1.897081,9.988131,-0.2028691,-0.2188529,-0.9544353
51.13195,1.877345,9.69809,0.009653138,-0.09291517,-0.9956272
52.13462,1.955942,9.110175,0.5027634,-0.1215468,-0.8558361
53.13685,1.969132,9.084044,0.4503633,-0.06246871,-0.8906576
54.13909,1.911788,9.06676,0.1139253,-0.2253065,-0.9676045
55.14156,1.950245,8.748226,0.2922921,-0.1345077,-0.9468224
55.50329,2.025279,8.53603,0.369719,-0.1012254,-0.923613,Survived
